session_test_id,age,headphones,session_uuid,trial_id,rating_stimulus,rating_score,rating_time,rating_comment
dil_libri_mushra_v3,32,yes,49e9dd4f-edd2-4055-9bf5-8dc60ab06218,trial_403a_1,observed,37,52767,
dil_libri_mushra_v3,32,yes,49e9dd4f-edd2-4055-9bf5-8dc60ab06218,trial_403a_1,reference,88,52767,
dil_libri_mushra_v3,32,yes,49e9dd4f-edd2-4055-9bf5-8dc60ab06218,trial_403a_1,dil_cr1,53,52767,
dil_libri_mushra_v3,32,yes,49e9dd4f-edd2-4055-9bf5-8dc60ab06218,trial_403a_1,wpe,61,52767,
dil_libri_mushra_v3,32,yes,49e9dd4f-edd2-4055-9bf5-8dc60ab06218,trial_403a_1,hidden_ref,93,52767,
dil_libri_mushra_v3,32,yes,49e9dd4f-edd2-4055-9bf5-8dc60ab06218,trial_803_2,buddy,47,60877,
dil_libri_mushra_v3,32,yes,49e9dd4f-edd2-4055-9bf5-8dc60ab06218,trial_803_2,hidden_ref,89,60877,
dil_libri_mushra_v3,32,yes,49e9dd4f-edd2-4055-9bf5-8dc60ab06218,trial_803_2,reference,95,60877,
dil_libri_mushra_v3,32,yes,49e9dd4f-edd2-4055-9bf5-8dc60ab06218,trial_803_2,observed,16,60877,
dil_libri_mushra_v3,32,yes,49e9dd4f-edd2-4055-9bf5-8dc60ab06218,trial_803_2,dil_cr1,25,60877,
dil_libri_mushra_v3,32,yes,49e9dd4f-edd2-4055-9bf5-8dc60ab06218,trial_803_2,dil_oracle,35,60877,
dil_libri_mushra_v3,32,yes,49e9dd4f-edd2-4055-9bf5-8dc60ab06218,trial_803_2,wpe,73,60877,
dil_libri_mushra_v3,27,yes,8c2f124c-f81c-4bed-9e9c-4c14ca7d4ba8,trial_508_2,reference,100,138322,
dil_libri_mushra_v3,27,yes,8c2f124c-f81c-4bed-9e9c-4c14ca7d4ba8,trial_508_2,buddy,65,138322,
